FILA 01,FILA 01,FILA 01
4669,10.4.150.21 ,48:4D:7E:FC:8F:14
4692,10.4.150.22,54:BF:64:6C:33:5F
4643,10.4.150.23,48:4D:7E:FC:8D:5F
4690,10.4.150.24,48:4D:7E:FC:8C:DA
4649,10.4.150.25,48:4D:7E:FC:8D:62
FILA 02,FILA 02,FILA 02
330782,10.4.150.26,CC:52:AF:48:A8:ED
285527,10.4.150.27,84:2B:2B:7B:54:A7
925,10.4.150.28,B8:AE:ED:83:28:C4
330806,10.4.150.29,CC:52:AF:48:E6:F1
330801,10.4.150.30,CC:52:AF:48:A3:EE
FILA 03,FILA 03,FILA 03
4663,10.4.150.31,48:4D:7E:FC:8E:5B
4650,10.4.150.32,48:4D:7E:FC:8F:38
4651,10.4.150.33,48:4D:7E:FC:8C:23
4655,10.4.150.34,48:4D:7E:FC:8C:E1
4661,10.4.150.35,48:4D:7E:FC:8E:87
FILA 04,FILA 04,FILA 04
4659,10.4.150.36,48:4D:7E:FC:8E:09
4653,10.4.150.37,48:4D:7E:FC:8E:95
4652,10.4.150.38,48:4D:7E:FC:8E:53
4658,10.4.150.39,48:4D:7E:FC:8F:36
4666,10.4.150.40,48:4D:7E:FC:8E:92
